,Unweighted_Sample,Weighted_Sample,Q,Nationality,Gender,Rank,Rank (number),Percentage,iso_alpha,country,continent
885,505,707,They are intelligent,Malaysian,Men,Ranked fourth,4,0.24,MYS,Malaysia,Asia
886,505,707,They are intelligent,Malaysian,Men,Ranked fifth,5,0.18,MYS,Malaysia,Asia
887,505,707,They are intelligent,Malaysian,Men,Ranked sixth,6,0.05,MYS,Malaysia,Asia
888,505,707,They have a decent amount of money,Malaysian,Men,Ranked first,1,0.03,MYS,Malaysia,Asia
889,505,707,They have a decent amount of money,Malaysian,Men,Ranked second,2,0.07,MYS,Malaysia,Asia
890,505,707,They have a decent amount of money,Malaysian,Men,Ranked third,3,0.09,MYS,Malaysia,Asia
891,505,707,They have a decent amount of money,Malaysian,Men,Ranked fourth,4,0.12,MYS,Malaysia,Asia
892,505,707,They have a decent amount of money,Malaysian,Men,Ranked fifth,5,0.16,MYS,Malaysia,Asia
893,505,707,They have a decent amount of money,Malaysian,Men,Ranked sixth,6,0.52,MYS,Malaysia,Asia
894,505,707,They have similar interests to me,Malaysian,Men,Ranked first,1,0.11,MYS,Malaysia,Asia
895,505,707,They have similar interests to me,Malaysian,Men,Ranked second,2,0.18,MYS,Malaysia,Asia
896,505,707,They have similar interests to me,Malaysian,Men,Ranked third,3,0.15,MYS,Malaysia,Asia
897,505,707,They have similar interests to me,Malaysian,Men,Ranked fourth,4,0.18,MYS,Malaysia,Asia
898,505,707,They have similar interests to me,Malaysian,Men,Ranked fifth,5,0.24,MYS,Malaysia,Asia
899,505,707,They have similar interests to me,Malaysian,Men,Ranked sixth,6,0.13,MYS,Malaysia,Asia
900,806,604,They are good looking,Malaysian,Women,Ranked first,1,0.09,MYS,Malaysia,Asia
901,806,604,They are good looking,Malaysian,Women,Ranked second,2,0.08,MYS,Malaysia,Asia
902,806,604,They are good looking,Malaysian,Women,Ranked third,3,0.11,MYS,Malaysia,Asia
903,806,604,They are good looking,Malaysian,Women,Ranked fourth,4,0.14,MYS,Malaysia,Asia
904,806,604,They are good looking,Malaysian,Women,Ranked fifth,5,0.2,MYS,Malaysia,Asia
905,806,604,They are good looking,Malaysian,Women,Ranked sixth,6,0.38,MYS,Malaysia,Asia
906,806,604,They have a personality I like,Malaysian,Women,Ranked first,1,0.47,MYS,Malaysia,Asia
907,806,604,They have a personality I like,Malaysian,Women,Ranked second,2,0.23,MYS,Malaysia,Asia
908,806,604,They have a personality I like,Malaysian,Women,Ranked third,3,0.13,MYS,Malaysia,Asia
909,806,604,They have a personality I like,Malaysian,Women,Ranked fourth,4,0.09,MYS,Malaysia,Asia
910,806,604,They have a personality I like,Malaysian,Women,Ranked fifth,5,0.05,MYS,Malaysia,Asia
911,806,604,They have a personality I like,Malaysian,Women,Ranked sixth,6,0.03,MYS,Malaysia,Asia
912,806,604,They have a sense of humour,Malaysian,Women,Ranked first,1,0.14,MYS,Malaysia,Asia
913,806,604,They have a sense of humour,Malaysian,Women,Ranked second,2,0.21,MYS,Malaysia,Asia
914,806,604,They have a sense of humour,Malaysian,Women,Ranked third,3,0.21,MYS,Malaysia,Asia
915,806,604,They have a sense of humour,Malaysian,Women,Ranked fourth,4,0.2,MYS,Malaysia,Asia
916,806,604,They have a sense of humour,Malaysian,Women,Ranked fifth,5,0.12,MYS,Malaysia,Asia
917,806,604,They have a sense of humour,Malaysian,Women,Ranked sixth,6,0.11,MYS,Malaysia,Asia
918,806,604,They are intelligent,Malaysian,Women,Ranked first,1,0.13,MYS,Malaysia,Asia
919,806,604,They are intelligent,Malaysian,Women,Ranked second,2,0.2,MYS,Malaysia,Asia
920,806,604,They are intelligent,Malaysian,Women,Ranked third,3,0.22,MYS,Malaysia,Asia
921,806,604,They are intelligent,Malaysian,Women,Ranked fourth,4,0.22,MYS,Malaysia,Asia
922,806,604,They are intelligent,Malaysian,Women,Ranked fifth,5,0.17,MYS,Malaysia,Asia
923,806,604,They are intelligent,Malaysian,Women,Ranked sixth,6,0.06,MYS,Malaysia,Asia
924,806,604,They have a decent amount of money,Malaysian,Women,Ranked first,1,0.09,MYS,Malaysia,Asia
925,806,604,They have a decent amount of money,Malaysian,Women,Ranked second,2,0.13,MYS,Malaysia,Asia
926,806,604,They have a decent amount of money,Malaysian,Women,Ranked third,3,0.14,MYS,Malaysia,Asia
927,806,604,They have a decent amount of money,Malaysian,Women,Ranked fourth,4,0.18,MYS,Malaysia,Asia
928,806,604,They have a decent amount of money,Malaysian,Women,Ranked fifth,5,0.25,MYS,Malaysia,Asia
929,806,604,They have a decent amount of money,Malaysian,Women,Ranked sixth,6,0.21,MYS,Malaysia,Asia
930,806,604,They have similar interests to me,Malaysian,Women,Ranked first,1,0.08,MYS,Malaysia,Asia
931,806,604,They have similar interests to me,Malaysian,Women,Ranked second,2,0.15,MYS,Malaysia,Asia
932,806,604,They have similar interests to me,Malaysian,Women,Ranked third,3,0.19,MYS,Malaysia,Asia
933,806,604,They have similar interests to me,Malaysian,Women,Ranked fourth,4,0.17,MYS,Malaysia,Asia
934,806,604,They have similar interests to me,Malaysian,Women,Ranked fifth,5,0.2,MYS,Malaysia,Asia
935,806,604,They have similar interests to me,Malaysian,Women,Ranked sixth,6,0.22,MYS,Malaysia,Asia
936,325,322,They are good looking,Norwegian,Men,Ranked first,1,0.14,NOR,Norway,Europe
937,325,322,They are good looking,Norwegian,Men,Ranked second,2,0.16,NOR,Norway,Europe
938,325,322,They are good looking,Norwegian,Men,Ranked third,3,0.21,NOR,Norway,Europe
939,325,322,They are good looking,Norwegian,Men,Ranked fourth,4,0.19,NOR,Norway,Europe
940,325,322,They are good looking,Norwegian,Men,Ranked fifth,5,0.24,NOR,Norway,Europe
941,325,322,They are good looking,Norwegian,Men,Ranked sixth,6,0.05,NOR,Norway,Europe
942,325,322,They have a personality I like,Norwegian,Men,Ranked first,1,0.65,NOR,Norway,Europe
943,325,322,They have a personality I like,Norwegian,Men,Ranked second,2,0.17,NOR,Norway,Europe
944,325,322,They have a personality I like,Norwegian,Men,Ranked third,3,0.06,NOR,Norway,Europe
945,325,322,They have a personality I like,Norwegian,Men,Ranked fourth,4,0.06,NOR,Norway,Europe
946,325,322,They have a personality I like,Norwegian,Men,Ranked fifth,5,0.02,NOR,Norway,Europe
947,325,322,They have a personality I like,Norwegian,Men,Ranked sixth,6,0.03,NOR,Norway,Europe
948,325,322,They have a sense of humour,Norwegian,Men,Ranked first,1,0.05,NOR,Norway,Europe
949,325,322,They have a sense of humour,Norwegian,Men,Ranked second,2,0.28,NOR,Norway,Europe
950,325,322,They have a sense of humour,Norwegian,Men,Ranked third,3,0.3,NOR,Norway,Europe
951,325,322,They have a sense of humour,Norwegian,Men,Ranked fourth,4,0.18,NOR,Norway,Europe
952,325,322,They have a sense of humour,Norwegian,Men,Ranked fifth,5,0.17,NOR,Norway,Europe
953,325,322,They have a sense of humour,Norwegian,Men,Ranked sixth,6,0.01,NOR,Norway,Europe
954,325,322,They are intelligent,Norwegian,Men,Ranked first,1,0.06,NOR,Norway,Europe
955,325,322,They are intelligent,Norwegian,Men,Ranked second,2,0.15,NOR,Norway,Europe
956,325,322,They are intelligent,Norwegian,Men,Ranked third,3,0.23,NOR,Norway,Europe
957,325,322,They are intelligent,Norwegian,Men,Ranked fourth,4,0.27,NOR,Norway,Europe
958,325,322,They are intelligent,Norwegian,Men,Ranked fifth,5,0.24,NOR,Norway,Europe
959,325,322,They are intelligent,Norwegian,Men,Ranked sixth,6,0.04,NOR,Norway,Europe
960,325,322,They have a decent amount of money,Norwegian,Men,Ranked first,1,0.01,NOR,Norway,Europe
961,325,322,They have a decent amount of money,Norwegian,Men,Ranked second,2,0.01,NOR,Norway,Europe
962,325,322,They have a decent amount of money,Norwegian,Men,Ranked third,3,0.03,NOR,Norway,Europe
963,325,322,They have a decent amount of money,Norwegian,Men,Ranked fourth,4,0.05,NOR,Norway,Europe
964,325,322,They have a decent amount of money,Norwegian,Men,Ranked fifth,5,0.11,NOR,Norway,Europe
965,325,322,They have a decent amount of money,Norwegian,Men,Ranked sixth,6,0.79,NOR,Norway,Europe
966,325,322,They have similar interests to me,Norwegian,Men,Ranked first,1,0.08,NOR,Norway,Europe
967,325,322,They have similar interests to me,Norwegian,Men,Ranked second,2,0.22,NOR,Norway,Europe
968,325,322,They have similar interests to me,Norwegian,Men,Ranked third,3,0.17,NOR,Norway,Europe
969,325,322,They have similar interests to me,Norwegian,Men,Ranked fourth,4,0.24,NOR,Norway,Europe
970,325,322,They have similar interests to me,Norwegian,Men,Ranked fifth,5,0.21,NOR,Norway,Europe
971,325,322,They have similar interests to me,Norwegian,Men,Ranked sixth,6,0.07,NOR,Norway,Europe
972,308,311,They are good looking,Norwegian,Women,Ranked first,1,0.05,NOR,Norway,Europe
973,308,311,They are good looking,Norwegian,Women,Ranked second,2,0.09,NOR,Norway,Europe
974,308,311,They are good looking,Norwegian,Women,Ranked third,3,0.1,NOR,Norway,Europe
975,308,311,They are good looking,Norwegian,Women,Ranked fourth,4,0.22,NOR,Norway,Europe
976,308,311,They are good looking,Norwegian,Women,Ranked fifth,5,0.37,NOR,Norway,Europe
977,308,311,They are good looking,Norwegian,Women,Ranked sixth,6,0.17,NOR,Norway,Europe
978,308,311,They have a personality I like,Norwegian,Women,Ranked first,1,0.66,NOR,Norway,Europe
979,308,311,They have a personality I like,Norwegian,Women,Ranked second,2,0.2,NOR,Norway,Europe
980,308,311,They have a personality I like,Norwegian,Women,Ranked third,3,0.07,NOR,Norway,Europe
981,308,311,They have a personality I like,Norwegian,Women,Ranked fourth,4,0.05,NOR,Norway,Europe
982,308,311,They have a personality I like,Norwegian,Women,Ranked fifth,5,0.01,NOR,Norway,Europe
983,308,311,They have a personality I like,Norwegian,Women,Ranked sixth,6,0.01,NOR,Norway,Europe
984,308,311,They have a sense of humour,Norwegian,Women,Ranked first,1,0.14,NOR,Norway,Europe
985,308,311,They have a sense of humour,Norwegian,Women,Ranked second,2,0.34,NOR,Norway,Europe
986,308,311,They have a sense of humour,Norwegian,Women,Ranked third,3,0.29,NOR,Norway,Europe
987,308,311,They have a sense of humour,Norwegian,Women,Ranked fourth,4,0.12,NOR,Norway,Europe
988,308,311,They have a sense of humour,Norwegian,Women,Ranked fifth,5,0.08,NOR,Norway,Europe
989,308,311,They have a sense of humour,Norwegian,Women,Ranked sixth,6,0.03,NOR,Norway,Europe
990,308,311,They are intelligent,Norwegian,Women,Ranked first,1,0.05,NOR,Norway,Europe
991,308,311,They are intelligent,Norwegian,Women,Ranked second,2,0.16,NOR,Norway,Europe
992,308,311,They are intelligent,Norwegian,Women,Ranked third,3,0.25,NOR,Norway,Europe
993,308,311,They are intelligent,Norwegian,Women,Ranked fourth,4,0.34,NOR,Norway,Europe
994,308,311,They are intelligent,Norwegian,Women,Ranked fifth,5,0.17,NOR,Norway,Europe
995,308,311,They are intelligent,Norwegian,Women,Ranked sixth,6,0.03,NOR,Norway,Europe
996,308,311,They have a decent amount of money,Norwegian,Women,Ranked first,1,0.01,NOR,Norway,Europe
997,308,311,They have a decent amount of money,Norwegian,Women,Ranked second,2,0.01,NOR,Norway,Europe
998,308,311,They have a decent amount of money,Norwegian,Women,Ranked third,3,0.04,NOR,Norway,Europe
999,308,311,They have a decent amount of money,Norwegian,Women,Ranked fourth,4,0.05,NOR,Norway,Europe
1000,308,311,They have a decent amount of money,Norwegian,Women,Ranked fifth,5,0.2,NOR,Norway,Europe
1001,308,311,They have a decent amount of money,Norwegian,Women,Ranked sixth,6,0.69,NOR,Norway,Europe
1002,308,311,They have similar interests to me,Norwegian,Women,Ranked first,1,0.1,NOR,Norway,Europe
1003,308,311,They have similar interests to me,Norwegian,Women,Ranked second,2,0.21,NOR,Norway,Europe
1004,308,311,They have similar interests to me,Norwegian,Women,Ranked third,3,0.25,NOR,Norway,Europe
1005,308,311,They have similar interests to me,Norwegian,Women,Ranked fourth,4,0.21,NOR,Norway,Europe
1006,308,311,They have similar interests to me,Norwegian,Women,Ranked fifth,5,0.16,NOR,Norway,Europe
1007,308,311,They have similar interests to me,Norwegian,Women,Ranked sixth,6,0.07,NOR,Norway,Europe
1008,496,506,They are good looking,Singaporean,Men,Ranked first,1,0.2,SGP,Singapore,Asia
1009,496,506,They are good looking,Singaporean,Men,Ranked second,2,0.18,SGP,Singapore,Asia
1010,496,506,They are good looking,Singaporean,Men,Ranked third,3,0.16,SGP,Singapore,Asia
1011,496,506,They are good looking,Singaporean,Men,Ranked fourth,4,0.17,SGP,Singapore,Asia
1012,496,506,They are good looking,Singaporean,Men,Ranked fifth,5,0.2,SGP,Singapore,Asia
1013,496,506,They are good looking,Singaporean,Men,Ranked sixth,6,0.08,SGP,Singapore,Asia
1014,496,506,They have a personality I like,Singaporean,Men,Ranked first,1,0.49,SGP,Singapore,Asia
1015,496,506,They have a personality I like,Singaporean,Men,Ranked second,2,0.23,SGP,Singapore,Asia
1016,496,506,They have a personality I like,Singaporean,Men,Ranked third,3,0.14,SGP,Singapore,Asia
1017,496,506,They have a personality I like,Singaporean,Men,Ranked fourth,4,0.07,SGP,Singapore,Asia
1018,496,506,They have a personality I like,Singaporean,Men,Ranked fifth,5,0.04,SGP,Singapore,Asia
1019,496,506,They have a personality I like,Singaporean,Men,Ranked sixth,6,0.03,SGP,Singapore,Asia
1020,496,506,They have a sense of humour,Singaporean,Men,Ranked first,1,0.08,SGP,Singapore,Asia
1021,496,506,They have a sense of humour,Singaporean,Men,Ranked second,2,0.19,SGP,Singapore,Asia
1022,496,506,They have a sense of humour,Singaporean,Men,Ranked third,3,0.24,SGP,Singapore,Asia
1023,496,506,They have a sense of humour,Singaporean,Men,Ranked fourth,4,0.23,SGP,Singapore,Asia
1024,496,506,They have a sense of humour,Singaporean,Men,Ranked fifth,5,0.17,SGP,Singapore,Asia
1025,496,506,They have a sense of humour,Singaporean,Men,Ranked sixth,6,0.09,SGP,Singapore,Asia
1026,496,506,They are intelligent,Singaporean,Men,Ranked first,1,0.09,SGP,Singapore,Asia
1027,496,506,They are intelligent,Singaporean,Men,Ranked second,2,0.13,SGP,Singapore,Asia
1028,496,506,They are intelligent,Singaporean,Men,Ranked third,3,0.24,SGP,Singapore,Asia
1029,496,506,They are intelligent,Singaporean,Men,Ranked fourth,4,0.24,SGP,Singapore,Asia
1030,496,506,They are intelligent,Singaporean,Men,Ranked fifth,5,0.24,SGP,Singapore,Asia
1031,496,506,They are intelligent,Singaporean,Men,Ranked sixth,6,0.06,SGP,Singapore,Asia
1032,496,506,They have a decent amount of money,Singaporean,Men,Ranked first,1,0.02,SGP,Singapore,Asia
1033,496,506,They have a decent amount of money,Singaporean,Men,Ranked second,2,0.04,SGP,Singapore,Asia
1034,496,506,They have a decent amount of money,Singaporean,Men,Ranked third,3,0.07,SGP,Singapore,Asia
1035,496,506,They have a decent amount of money,Singaporean,Men,Ranked fourth,4,0.09,SGP,Singapore,Asia
1036,496,506,They have a decent amount of money,Singaporean,Men,Ranked fifth,5,0.17,SGP,Singapore,Asia
1037,496,506,They have a decent amount of money,Singaporean,Men,Ranked sixth,6,0.61,SGP,Singapore,Asia
1038,496,506,They have similar interests to me,Singaporean,Men,Ranked first,1,0.11,SGP,Singapore,Asia
1039,496,506,They have similar interests to me,Singaporean,Men,Ranked second,2,0.23,SGP,Singapore,Asia
1040,496,506,They have similar interests to me,Singaporean,Men,Ranked third,3,0.14,SGP,Singapore,Asia
1041,496,506,They have similar interests to me,Singaporean,Men,Ranked fourth,4,0.21,SGP,Singapore,Asia
1042,496,506,They have similar interests to me,Singaporean,Men,Ranked fifth,5,0.19,SGP,Singapore,Asia
1043,496,506,They have similar interests to me,Singaporean,Men,Ranked sixth,6,0.12,SGP,Singapore,Asia
1044,534,524,They are good looking,Singaporean,Women,Ranked first,1,0.09,SGP,Singapore,Asia
1045,534,524,They are good looking,Singaporean,Women,Ranked second,2,0.06,SGP,Singapore,Asia
1046,534,524,They are good looking,Singaporean,Women,Ranked third,3,0.09,SGP,Singapore,Asia
1047,534,524,They are good looking,Singaporean,Women,Ranked fourth,4,0.14,SGP,Singapore,Asia
1048,534,524,They are good looking,Singaporean,Women,Ranked fifth,5,0.23,SGP,Singapore,Asia
1049,534,524,They are good looking,Singaporean,Women,Ranked sixth,6,0.4,SGP,Singapore,Asia
1050,534,524,They have a personality I like,Singaporean,Women,Ranked first,1,0.5,SGP,Singapore,Asia
1051,534,524,They have a personality I like,Singaporean,Women,Ranked second,2,0.21,SGP,Singapore,Asia
1052,534,524,They have a personality I like,Singaporean,Women,Ranked third,3,0.13,SGP,Singapore,Asia
1053,534,524,They have a personality I like,Singaporean,Women,Ranked fourth,4,0.09,SGP,Singapore,Asia
1054,534,524,They have a personality I like,Singaporean,Women,Ranked fifth,5,0.04,SGP,Singapore,Asia
1055,534,524,They have a personality I like,Singaporean,Women,Ranked sixth,6,0.03,SGP,Singapore,Asia
1056,534,524,They have a sense of humour,Singaporean,Women,Ranked first,1,0.16,SGP,Singapore,Asia
1057,534,524,They have a sense of humour,Singaporean,Women,Ranked second,2,0.28,SGP,Singapore,Asia
1058,534,524,They have a sense of humour,Singaporean,Women,Ranked third,3,0.23,SGP,Singapore,Asia
1059,534,524,They have a sense of humour,Singaporean,Women,Ranked fourth,4,0.16,SGP,Singapore,Asia
1060,534,524,They have a sense of humour,Singaporean,Women,Ranked fifth,5,0.1,SGP,Singapore,Asia
1061,534,524,They have a sense of humour,Singaporean,Women,Ranked sixth,6,0.07,SGP,Singapore,Asia
1062,534,524,They are intelligent,Singaporean,Women,Ranked first,1,0.12,SGP,Singapore,Asia
1063,534,524,They are intelligent,Singaporean,Women,Ranked second,2,0.16,SGP,Singapore,Asia
1064,534,524,They are intelligent,Singaporean,Women,Ranked third,3,0.21,SGP,Singapore,Asia
1065,534,524,They are intelligent,Singaporean,Women,Ranked fourth,4,0.26,SGP,Singapore,Asia
1066,534,524,They are intelligent,Singaporean,Women,Ranked fifth,5,0.19,SGP,Singapore,Asia
1067,534,524,They are intelligent,Singaporean,Women,Ranked sixth,6,0.08,SGP,Singapore,Asia
1068,534,524,They have a decent amount of money,Singaporean,Women,Ranked first,1,0.03,SGP,Singapore,Asia
1069,534,524,They have a decent amount of money,Singaporean,Women,Ranked second,2,0.07,SGP,Singapore,Asia
1070,534,524,They have a decent amount of money,Singaporean,Women,Ranked third,3,0.13,SGP,Singapore,Asia
1071,534,524,They have a decent amount of money,Singaporean,Women,Ranked fourth,4,0.16,SGP,Singapore,Asia
1072,534,524,They have a decent amount of money,Singaporean,Women,Ranked fifth,5,0.3,SGP,Singapore,Asia
1073,534,524,They have a decent amount of money,Singaporean,Women,Ranked sixth,6,0.3,SGP,Singapore,Asia
1074,534,524,They have similar interests to me,Singaporean,Women,Ranked first,1,0.1,SGP,Singapore,Asia
1075,534,524,They have similar interests to me,Singaporean,Women,Ranked second,2,0.23,SGP,Singapore,Asia
1076,534,524,They have similar interests to me,Singaporean,Women,Ranked third,3,0.22,SGP,Singapore,Asia
1077,534,524,They have similar interests to me,Singaporean,Women,Ranked fourth,4,0.19,SGP,Singapore,Asia
1078,534,524,They have similar interests to me,Singaporean,Women,Ranked fifth,5,0.14,SGP,Singapore,Asia
1079,534,524,They have similar interests to me,Singaporean,Women,Ranked sixth,6,0.13,SGP,Singapore,Asia
1080,507,490,They are good looking,Swedish,Men,Ranked first,1,0.14,SWE,Sweden,Europe
1081,507,490,They are good looking,Swedish,Men,Ranked second,2,0.12,SWE,Sweden,Europe
1082,507,490,They are good looking,Swedish,Men,Ranked third,3,0.23,SWE,Sweden,Europe
1083,507,490,They are good looking,Swedish,Men,Ranked fourth,4,0.18,SWE,Sweden,Europe
1084,507,490,They are good looking,Swedish,Men,Ranked fifth,5,0.27,SWE,Sweden,Europe
1085,507,490,They are good looking,Swedish,Men,Ranked sixth,6,0.04,SWE,Sweden,Europe
1086,507,490,They have a personality I like,Swedish,Men,Ranked first,1,0.62,SWE,Sweden,Europe
1087,507,490,They have a personality I like,Swedish,Men,Ranked second,2,0.2,SWE,Sweden,Europe
1088,507,490,They have a personality I like,Swedish,Men,Ranked third,3,0.07,SWE,Sweden,Europe
1089,507,490,They have a personality I like,Swedish,Men,Ranked fourth,4,0.05,SWE,Sweden,Europe
1090,507,490,They have a personality I like,Swedish,Men,Ranked fifth,5,0.04,SWE,Sweden,Europe
1091,507,490,They have a personality I like,Swedish,Men,Ranked sixth,6,0.03,SWE,Sweden,Europe
1092,507,490,They have a sense of humour,Swedish,Men,Ranked first,1,0.09,SWE,Sweden,Europe
1093,507,490,They have a sense of humour,Swedish,Men,Ranked second,2,0.29,SWE,Sweden,Europe
1094,507,490,They have a sense of humour,Swedish,Men,Ranked third,3,0.25,SWE,Sweden,Europe
1095,507,490,They have a sense of humour,Swedish,Men,Ranked fourth,4,0.22,SWE,Sweden,Europe
1096,507,490,They have a sense of humour,Swedish,Men,Ranked fifth,5,0.11,SWE,Sweden,Europe
1097,507,490,They have a sense of humour,Swedish,Men,Ranked sixth,6,0.04,SWE,Sweden,Europe
1098,507,490,They are intelligent,Swedish,Men,Ranked first,1,0.08,SWE,Sweden,Europe
1099,507,490,They are intelligent,Swedish,Men,Ranked second,2,0.21,SWE,Sweden,Europe
1100,507,490,They are intelligent,Swedish,Men,Ranked third,3,0.23,SWE,Sweden,Europe
1101,507,490,They are intelligent,Swedish,Men,Ranked fourth,4,0.27,SWE,Sweden,Europe
1102,507,490,They are intelligent,Swedish,Men,Ranked fifth,5,0.17,SWE,Sweden,Europe
1103,507,490,They are intelligent,Swedish,Men,Ranked sixth,6,0.05,SWE,Sweden,Europe
1104,507,490,They have a decent amount of money,Swedish,Men,Ranked first,1,0,SWE,Sweden,Europe
1105,507,490,They have a decent amount of money,Swedish,Men,Ranked second,2,0.01,SWE,Sweden,Europe
1106,507,490,They have a decent amount of money,Swedish,Men,Ranked third,3,0.05,SWE,Sweden,Europe
1107,507,490,They have a decent amount of money,Swedish,Men,Ranked fourth,4,0.04,SWE,Sweden,Europe
1108,507,490,They have a decent amount of money,Swedish,Men,Ranked fifth,5,0.12,SWE,Sweden,Europe
1109,507,490,They have a decent amount of money,Swedish,Men,Ranked sixth,6,0.77,SWE,Sweden,Europe
1110,507,490,They have similar interests to me,Swedish,Men,Ranked first,1,0.08,SWE,Sweden,Europe
1111,507,490,They have similar interests to me,Swedish,Men,Ranked second,2,0.16,SWE,Sweden,Europe
1112,507,490,They have similar interests to me,Swedish,Men,Ranked third,3,0.18,SWE,Sweden,Europe
1113,507,490,They have similar interests to me,Swedish,Men,Ranked fourth,4,0.23,SWE,Sweden,Europe
1114,507,490,They have similar interests to me,Swedish,Men,Ranked fifth,5,0.29,SWE,Sweden,Europe
1115,507,490,They have similar interests to me,Swedish,Men,Ranked sixth,6,0.06,SWE,Sweden,Europe
1116,499,523,They are good looking,Swedish,Women,Ranked first,1,0.05,SWE,Sweden,Europe
1117,499,523,They are good looking,Swedish,Women,Ranked second,2,0.1,SWE,Sweden,Europe
1118,499,523,They are good looking,Swedish,Women,Ranked third,3,0.11,SWE,Sweden,Europe
1119,499,523,They are good looking,Swedish,Women,Ranked fourth,4,0.21,SWE,Sweden,Europe
1120,499,523,They are good looking,Swedish,Women,Ranked fifth,5,0.4,SWE,Sweden,Europe
1121,499,523,They are good looking,Swedish,Women,Ranked sixth,6,0.13,SWE,Sweden,Europe
1122,499,523,They have a personality I like,Swedish,Women,Ranked first,1,0.73,SWE,Sweden,Europe
1123,499,523,They have a personality I like,Swedish,Women,Ranked second,2,0.13,SWE,Sweden,Europe
1124,499,523,They have a personality I like,Swedish,Women,Ranked third,3,0.07,SWE,Sweden,Europe
1125,499,523,They have a personality I like,Swedish,Women,Ranked fourth,4,0.05,SWE,Sweden,Europe
1126,499,523,They have a personality I like,Swedish,Women,Ranked fifth,5,0.02,SWE,Sweden,Europe
1127,499,523,They have a personality I like,Swedish,Women,Ranked sixth,6,0.01,SWE,Sweden,Europe
1128,499,523,They have a sense of humour,Swedish,Women,Ranked first,1,0.08,SWE,Sweden,Europe
1129,499,523,They have a sense of humour,Swedish,Women,Ranked second,2,0.37,SWE,Sweden,Europe
1130,499,523,They have a sense of humour,Swedish,Women,Ranked third,3,0.26,SWE,Sweden,Europe
1131,499,523,They have a sense of humour,Swedish,Women,Ranked fourth,4,0.19,SWE,Sweden,Europe
1132,499,523,They have a sense of humour,Swedish,Women,Ranked fifth,5,0.07,SWE,Sweden,Europe
1133,499,523,They have a sense of humour,Swedish,Women,Ranked sixth,6,0.03,SWE,Sweden,Europe
1134,499,523,They are intelligent,Swedish,Women,Ranked first,1,0.07,SWE,Sweden,Europe
1135,499,523,They are intelligent,Swedish,Women,Ranked second,2,0.18,SWE,Sweden,Europe
1136,499,523,They are intelligent,Swedish,Women,Ranked third,3,0.28,SWE,Sweden,Europe
1137,499,523,They are intelligent,Swedish,Women,Ranked fourth,4,0.28,SWE,Sweden,Europe
1138,499,523,They are intelligent,Swedish,Women,Ranked fifth,5,0.17,SWE,Sweden,Europe
1139,499,523,They are intelligent,Swedish,Women,Ranked sixth,6,0.02,SWE,Sweden,Europe
1140,499,523,They have a decent amount of money,Swedish,Women,Ranked first,1,0,SWE,Sweden,Europe
1141,499,523,They have a decent amount of money,Swedish,Women,Ranked second,2,0.01,SWE,Sweden,Europe
1142,499,523,They have a decent amount of money,Swedish,Women,Ranked third,3,0.02,SWE,Sweden,Europe
1143,499,523,They have a decent amount of money,Swedish,Women,Ranked fourth,4,0.05,SWE,Sweden,Europe
1144,499,523,They have a decent amount of money,Swedish,Women,Ranked fifth,5,0.16,SWE,Sweden,Europe
1145,499,523,They have a decent amount of money,Swedish,Women,Ranked sixth,6,0.76,SWE,Sweden,Europe
1146,499,523,They have similar interests to me,Swedish,Women,Ranked first,1,0.08,SWE,Sweden,Europe
1147,499,523,They have similar interests to me,Swedish,Women,Ranked second,2,0.22,SWE,Sweden,Europe
1148,499,523,They have similar interests to me,Swedish,Women,Ranked third,3,0.26,SWE,Sweden,Europe
1149,499,523,They have similar interests to me,Swedish,Women,Ranked fourth,4,0.22,SWE,Sweden,Europe
1150,499,523,They have similar interests to me,Swedish,Women,Ranked fifth,5,0.18,SWE,Sweden,Europe
1151,499,523,They have similar interests to me,Swedish,Women,Ranked sixth,6,0.05,SWE,Sweden,Europe
1152,426,503,They are good looking,Thai,Men,Ranked first,1,0.33,THA,Thailand,Asia
1153,426,503,They are good looking,Thai,Men,Ranked second,2,0.2,THA,Thailand,Asia
1154,426,503,They are good looking,Thai,Men,Ranked third,3,0.2,THA,Thailand,Asia
1155,426,503,They are good looking,Thai,Men,Ranked fourth,4,0.15,THA,Thailand,Asia
1156,426,503,They are good looking,Thai,Men,Ranked fifth,5,0.08,THA,Thailand,Asia
1157,426,503,They are good looking,Thai,Men,Ranked sixth,6,0.05,THA,Thailand,Asia
1158,426,503,They have a personality I like,Thai,Men,Ranked first,1,0.34,THA,Thailand,Asia
1159,426,503,They have a personality I like,Thai,Men,Ranked second,2,0.26,THA,Thailand,Asia
1160,426,503,They have a personality I like,Thai,Men,Ranked third,3,0.15,THA,Thailand,Asia
1161,426,503,They have a personality I like,Thai,Men,Ranked fourth,4,0.13,THA,Thailand,Asia
1162,426,503,They have a personality I like,Thai,Men,Ranked fifth,5,0.07,THA,Thailand,Asia
1163,426,503,They have a personality I like,Thai,Men,Ranked sixth,6,0.04,THA,Thailand,Asia
1164,426,503,They have a sense of humour,Thai,Men,Ranked first,1,0.12,THA,Thailand,Asia
1165,426,503,They have a sense of humour,Thai,Men,Ranked second,2,0.22,THA,Thailand,Asia
1166,426,503,They have a sense of humour,Thai,Men,Ranked third,3,0.24,THA,Thailand,Asia
1167,426,503,They have a sense of humour,Thai,Men,Ranked fourth,4,0.22,THA,Thailand,Asia
